track type=bedGraph name="tumor_LUSC SIR" description="tumor_LUSC SIR" visibility=full color=0,99,99
chr2	88891655	88891656	0.0
chr2	88891656	88891657	0.0
chr2	88891657	88891658	0.10401253918489997
chr2	88891658	88891659	0.153846153846
chr2	88891659	88891660	0.4
chr10	76970537	76970538	0.0
chr10	76970538	76970539	0.0
chr10	76970539	76970540	1.0
chr10	76970540	76970541	1.0
chr10	76970541	76970542	1.0
chr20	2844982	2844983	0.0
chr20	2844983	2844984	0.0
chr20	2844984	2844985	1.0
chr20	2844985	2844986	1.0
chr20	2844986	2844987	1.0
chr11	14535565	14535566	0.0
chr11	14535566	14535567	0.0
chr11	14535567	14535568	0.0
chr11	14535568	14535569	0.0038842521622275
chr11	14535569	14535570	0.0156862745098
chrX	74287070	74287071	0.0
chrX	74287071	74287072	0.0
chrX	74287072	74287073	0.0
chrX	74287073	74287074	0.1
chrX	74287074	74287075	0.227272727273
chr5	32240715	32240716	0.0
chr5	32240716	32240717	0.0
chr5	32240717	32240718	0.0
chr5	32240718	32240719	0.0
chr5	32240719	32240720	0.101694915254
chr14	55310244	55310245	0.0
chr14	55310245	55310246	0.0
chr14	55310246	55310247	0.0
chr14	55310247	55310248	0.6696969696973007
chr14	55310248	55310249	1.0
chr17	80379983	80379984	0.0
chr17	80379984	80379985	0.0
chr17	80379985	80379986	0.0
chr17	80379986	80379987	0.0
chr17	80379987	80379988	0.5
chr3	40503292	40503293	0.0
chr3	40503293	40503294	0.0
chr3	40503294	40503295	1.0
chr3	40503295	40503296	1.0
chr3	40503296	40503297	1.0
chr1	207521831	207521832	0.0
chr1	207521832	207521833	0.0
chr1	207521833	207521834	0.0
chr1	207521834	207521835	0.0
chr1	207521835	207521836	1.0
chr1	205697823	205697824	0.0
chr1	205697824	205697825	0.0
chr1	205697825	205697826	0.0
chr1	205697826	205697827	0.0
chr1	205697827	205697828	0.00519480519481
chr15	71179994	71179995	0.0
chr15	71179995	71179996	0.0
chr15	71179996	71179997	1.0
chr15	71179997	71179998	1.0
chr15	71179998	71179999	1.0
chr1	109874537	109874538	0.0
chr1	109874538	109874539	0.0
chr1	109874539	109874540	0.0
chr1	109874540	109874541	0.0
chr1	109874541	109874542	0.111111111111
chr5	141699475	141699476	0.0
chr5	141699476	141699477	0.0
chr5	141699477	141699478	0.0
chr5	141699478	141699479	0.0
chr5	141699479	141699480	0.3
chr16	177781	177782	0.0
chr16	177782	177783	0.0
chr16	177783	177784	0.0
chr16	177784	177785	0.04452107279689502
chr16	177785	177786	0.16
chr17	7215054	7215055	0.0
chr17	7215055	7215056	0.0
chr17	7215056	7215057	0.0
chr17	7215057	7215058	0.0
chr17	7215058	7215059	0.00267857142857
chr9	5055226	5055227	0.0
chr9	5055227	5055228	0.0
chr9	5055228	5055229	0.35401069518749995
chr9	5055229	5055230	0.47205882352930034
chr9	5055230	5055231	1.0
chr1	224552737	224552738	0.0
chr1	224552738	224552739	0.0
chr1	224552739	224552740	0.01074229352183
chr1	224552740	224552741	0.013737922705310001
chr1	224552741	224552742	0.0414507772021
chr2	241405286	241405287	0.0
chr2	241405287	241405288	0.0
chr2	241405288	241405289	0.0
chr2	241405289	241405290	0.0035029472038500017
chr2	241405290	241405291	0.0121580547112
chr14	35871428	35871429	0.0
chr14	35871429	35871430	0.0
chr14	35871430	35871431	0.0
chr14	35871431	35871432	0.0
chr14	35871432	35871433	1.0
chr9	131583866	131583867	0.0
chr9	131583867	131583868	0.0
chr9	131583868	131583869	0.0
chr9	131583869	131583870	0.0
chr9	131583870	131583871	1.0
chr2	74754310	74754311	0.0
chr2	74754311	74754312	0.0
chr2	74754312	74754313	0.0064735409356310005
chr2	74754313	74754314	0.009596356248923504
chr2	74754314	74754315	0.0179211469534
chr10	126450055	126450056	0.0
chr10	126450056	126450057	1.0
chr10	126450057	126450058	1.0
chr10	126450058	126450059	1.0
chr10	126450059	126450060	1.0
chr6	30551523	30551524	0.0
chr6	30551524	30551525	0.032928571428575
chr6	30551525	30551526	0.0629867523083
chr6	30551526	30551527	0.087020460358025
chr6	30551527	30551528	0.222222222222
chr8	145735600	145735601	0.0
chr8	145735601	145735602	0.0
chr8	145735602	145735603	0.0
chr8	145735603	145735604	0.4022222222222005
chr8	145735604	145735605	1.0
chr2	220104458	220104459	0.0
chr2	220104459	220104460	0.0
chr2	220104460	220104461	0.0
chr2	220104461	220104462	0.0
chr2	220104462	220104463	1.0
chr16	312322	312323	0.0
chr16	312323	312324	0.0
chr16	312324	312325	0.0
chr16	312325	312326	0.0
chr16	312326	312327	1.0
chr6	33260163	33260164	0.0
chr6	33260164	33260165	0.0
chr6	33260165	33260166	0.0
chr6	33260166	33260167	0.0
chr6	33260167	33260168	1.0
chr19	19614729	19614730	0.0
chr19	19614730	19614731	0.0
chr19	19614731	19614732	0.0
chr19	19614732	19614733	1.0
chr19	19614733	19614734	1.0
chr7	72969197	72969198	0.0
chr7	72969198	72969199	0.0
chr7	72969199	72969200	0.0
chr7	72969200	72969201	0.0
chr7	72969201	72969202	1.0
chr5	148873607	148873608	0.947368421053
chr5	148873608	148873609	1.0
chr5	148873609	148873610	1.0
chr5	148873610	148873611	1.0
chr5	148873611	148873612	1.0
chr19	49633437	49633438	0.0
chr19	49633438	49633439	0.0
chr19	49633439	49633440	0.0
chr19	49633440	49633441	0.0
chr19	49633441	49633442	1.0
chr20	31381845	31381846	0.0
chr20	31381846	31381847	0.0
chr20	31381847	31381848	0.0
chr20	31381848	31381849	0.0
chr20	31381849	31381850	1.0
chr16	30666792	30666793	0.0
chr16	30666793	30666794	0.0
chr16	30666794	30666795	0.0
chr16	30666795	30666796	0.0
chr16	30666796	30666797	1.0
chr2	43950651	43950652	0.0
chr2	43950652	43950653	0.0
chr2	43950653	43950654	0.0
chr2	43950654	43950655	1.0
chr2	43950655	43950656	1.0
chr15	78567351	78567352	0.0
chr15	78567352	78567353	1.0
chr15	78567353	78567354	1.0
chr15	78567354	78567355	1.0
chr15	78567355	78567356	1.0
chr2	36809496	36809497	0.0
chr2	36809497	36809498	0.0
chr2	36809498	36809499	0.0
chr2	36809499	36809500	0.0
chr2	36809500	36809501	1.0
chr16	351298	351299	0.0
chr16	351299	351300	0.0
chr16	351300	351301	0.0
chr16	351301	351302	0.0
chr16	351302	351303	0.107142857143
chr12	57649293	57649294	0.0
chr12	57649294	57649295	0.0
chr12	57649295	57649296	0.0
chr12	57649296	57649297	0.0
chr12	57649297	57649298	0.0697674418605
chr11	107242597	107242598	0.0
chr11	107242598	107242599	0.0
chr11	107242599	107242600	0.0
chr11	107242600	107242601	0.0
chr11	107242601	107242602	0.266666666667
chr22	46642064	46642065	0.0
chr22	46642065	46642066	0.0
chr22	46642066	46642067	0.0
chr22	46642067	46642068	0.0
chr22	46642068	46642069	0.260869565217
chr11	71147544	71147545	0.0
chr11	71147545	71147546	0.00611419766176
chr11	71147546	71147547	0.02249744637389
chr11	71147547	71147548	0.033354430379715
chr11	71147548	71147549	0.274936061381
chr15	45450611	45450612	0.0
chr15	45450612	45450613	0.0
chr15	45450613	45450614	0.0
chr15	45450614	45450615	0.0
chr15	45450615	45450616	1.0
chr12	51566321	51566322	0.0
chr12	51566322	51566323	0.0
chr12	51566323	51566324	0.0
chr12	51566324	51566325	0.0
chr12	51566325	51566326	1.0
chr10	3176100	3176101	0.0
chr10	3176101	3176102	0.0
chr10	3176102	3176103	0.8057142857142997
chr10	3176103	3176104	1.0
chr10	3176104	3176105	1.0
chr12	133588611	133588612	0.0
chr12	133588612	133588613	0.0
chr12	133588613	133588614	0.0
chr12	133588614	133588615	0.45079365079325145
chr12	133588615	133588616	1.0
chr10	133769448	133769449	0.0
chr10	133769449	133769450	0.0
chr10	133769450	133769451	1.0
chr10	133769451	133769452	1.0
chr10	133769452	133769453	1.0
chr16	56397421	56397422	0.0
chr16	56397422	56397423	0.0
