track type=bedGraph name="tumor_LUSC Expression" description="tumor_LUSC Expression" visibility=full color=0,99,99
chr2	88891655	88891656	0.0
chr2	88891656	88891657	0.0
chr2	88891657	88891658	3.0
chr2	88891658	88891659	3.0500000000000114
chr2	88891659	88891660	9.0
chr10	76970537	76970538	0.0
chr10	76970538	76970539	0.0
chr10	76970539	76970540	3.0
chr10	76970540	76970541	4.0
chr10	76970541	76970542	16.0
chr3	63820963	63820964	0.0
chr3	63820964	63820965	0.0
chr3	63820965	63820966	0.0
chr3	63820966	63820967	2.0
chr3	63820967	63820968	4.0
chr20	2844982	2844983	0.0
chr20	2844983	2844984	0.0
chr20	2844984	2844985	2.0
chr20	2844985	2844986	2.0
chr20	2844986	2844987	6.0
chr11	14535565	14535566	0.0
chr11	14535566	14535567	0.0
chr11	14535567	14535568	0.0
chr11	14535568	14535569	1.0
chr11	14535569	14535570	4.0
chr16	837294	837295	0.0
chr16	837295	837296	0.0
chr16	837296	837297	0.0
chr16	837297	837298	0.0
chr16	837298	837299	4.0
chr14	99959476	99959477	0.0
chr14	99959477	99959478	0.0
chr14	99959478	99959479	0.0
chr14	99959479	99959480	0.0
chr14	99959480	99959481	2.0
chr17	2280180	2280181	0.0
chr17	2280181	2280182	0.0
chr17	2280182	2280183	0.0
chr17	2280183	2280184	0.0
chr17	2280184	2280185	3.0
chr1	157014605	157014606	0.0
chr1	157014606	157014607	0.0
chr1	157014607	157014608	0.0
chr1	157014608	157014609	0.0
chr1	157014609	157014610	2.0
chr2	61762518	61762519	0.0
chr2	61762519	61762520	0.0
chr2	61762520	61762521	0.0
chr2	61762521	61762522	2.0
chr2	61762522	61762523	5.0
chr11	64120025	64120026	0.0
chr11	64120026	64120027	0.0
chr11	64120027	64120028	0.0
chr11	64120028	64120029	0.0
chr11	64120029	64120030	3.0
chr5	32240715	32240716	0.0
chr5	32240716	32240717	0.0
chr5	32240717	32240718	0.0
chr5	32240718	32240719	0.0
chr5	32240719	32240720	5.0
chr14	55310244	55310245	0.0
chr14	55310245	55310246	0.0
chr14	55310246	55310247	0.0
chr14	55310247	55310248	2.0
chr14	55310248	55310249	9.0
chrX	100355580	100355581	0.0
chrX	100355581	100355582	0.0
chrX	100355582	100355583	0.0
chrX	100355583	100355584	2.0
chrX	100355584	100355585	4.0
chr7	72717944	72717945	0.0
chr7	72717945	72717946	4.0
chr7	72717946	72717947	7.0
chr7	72717947	72717948	8.0
chr7	72717948	72717949	16.0
chr12	120607072	120607073	0.0
chr12	120607073	120607074	0.0
chr12	120607074	120607075	0.0
chr12	120607075	120607076	0.0
chr12	120607076	120607077	2.0
chr3	40503292	40503293	0.0
chr3	40503293	40503294	0.0
chr3	40503294	40503295	1.0999999999999943
chr3	40503295	40503296	3.0
chr3	40503296	40503297	6.0
chr1	207521831	207521832	0.0
chr1	207521832	207521833	0.0
chr1	207521833	207521834	0.0
chr1	207521834	207521835	0.0
chr1	207521835	207521836	5.0
chr19	45534029	45534030	0.0
chr19	45534030	45534031	0.0
chr19	45534031	45534032	0.0
chr19	45534032	45534033	0.0
chr19	45534033	45534034	2.0
chr12	7290114	7290115	0.0
chr12	7290115	7290116	0.0
chr12	7290116	7290117	0.0
chr12	7290117	7290118	2.0
chr12	7290118	7290119	5.0
chr11	14852803	14852804	0.0
chr11	14852804	14852805	0.0
chr11	14852805	14852806	0.0
chr11	14852806	14852807	0.0
chr11	14852807	14852808	3.0
chr19	35608764	35608765	0.0
chr19	35608765	35608766	0.0
chr19	35608766	35608767	0.0
chr19	35608767	35608768	2.0
chr19	35608768	35608769	5.0
chr22	24570008	24570009	0.0
chr22	24570009	24570010	0.0
chr22	24570010	24570011	0.0
chr22	24570011	24570012	2.0
chr22	24570012	24570013	4.0
chr17	76130261	76130262	0.0
chr17	76130262	76130263	0.0
chr17	76130263	76130264	0.0
chr17	76130264	76130265	0.0
chr17	76130265	76130266	5.0
chr1	109874537	109874538	0.0
chr1	109874538	109874539	0.0
chr1	109874539	109874540	0.0
chr1	109874540	109874541	0.0
chr1	109874541	109874542	1.0
chr5	141699475	141699476	0.0
chr5	141699476	141699477	0.0
chr5	141699477	141699478	0.0
chr5	141699478	141699479	0.0
chr5	141699479	141699480	3.0
chr9	5055226	5055227	0.0
chr9	5055227	5055228	0.0
chr9	5055228	5055229	3.0
chr9	5055229	5055230	5.0
chr9	5055230	5055231	13.0
chr2	74689694	74689695	0.0
chr2	74689695	74689696	0.0
chr2	74689696	74689697	0.0
chr2	74689697	74689698	0.0
chr2	74689698	74689699	5.0
chr2	70069192	70069193	0.0
chr2	70069193	70069194	0.0
chr2	70069194	70069195	2.0
chr2	70069195	70069196	3.0
chr2	70069196	70069197	9.0
chr6	41554152	41554153	0.0
chr6	41554153	41554154	0.0
chr6	41554154	41554155	0.0
chr6	41554155	41554156	0.0
chr6	41554156	41554157	1.0
chr14	35871428	35871429	0.0
chr14	35871429	35871430	0.0
chr14	35871430	35871431	0.0
chr14	35871431	35871432	0.0
chr14	35871432	35871433	3.0
chr6	17526883	17526884	0.0
chr6	17526884	17526885	0.0
chr6	17526885	17526886	0.0
chr6	17526886	17526887	0.0
chr6	17526887	17526888	3.0
chr17	4886207	4886208	0.0
chr17	4886208	4886209	0.0
chr17	4886209	4886210	0.0
chr17	4886210	4886211	0.0
chr17	4886211	4886212	1.0
chr9	131583866	131583867	0.0
chr9	131583867	131583868	0.0
chr9	131583868	131583869	0.0
chr9	131583869	131583870	0.0
chr9	131583870	131583871	3.0
chr2	74754310	74754311	0.0
chr2	74754311	74754312	0.0
chr2	74754312	74754313	2.0
chr2	74754313	74754314	3.0
chr2	74754314	74754315	7.0
chr9	123947442	123947443	0.0
chr9	123947443	123947444	0.0
chr9	123947444	123947445	2.0
chr9	123947445	123947446	3.0
chr9	123947446	123947447	4.0
chr16	2013030	2013031	0.0
chr16	2013031	2013032	4.0
chr16	2013032	2013033	7.0
chr16	2013033	2013034	8.0
chr16	2013034	2013035	12.0
chr10	126450055	126450056	0.0
chr10	126450056	126450057	2.0
chr10	126450057	126450058	4.0
chr10	126450058	126450059	5.0
chr10	126450059	126450060	9.0
chr19	55106531	55106532	0.0
chr19	55106532	55106533	0.0
chr19	55106533	55106534	0.0
chr19	55106534	55106535	0.0
chr19	55106535	55106536	2.0
chr7	11122393	11122394	0.0
chr7	11122394	11122395	0.0
chr7	11122395	11122396	0.0
chr7	11122396	11122397	0.0
chr7	11122397	11122398	2.0
chr6	30551523	30551524	0.0
chr6	30551524	30551525	2.0
chr6	30551525	30551526	4.0
chr6	30551526	30551527	5.0
chr6	30551527	30551528	8.0
chr14	39527705	39527706	0.0
chr14	39527706	39527707	0.0
chr14	39527707	39527708	0.0
chr14	39527708	39527709	0.0
chr14	39527709	39527710	4.0
chrX	74287070	74287071	0.0
chrX	74287071	74287072	0.0
chrX	74287072	74287073	0.0
chrX	74287073	74287074	2.0
chrX	74287074	74287075	5.0
chr2	220104458	220104459	0.0
chr2	220104459	220104460	0.0
chr2	220104460	220104461	0.0
chr2	220104461	220104462	0.0
chr2	220104462	220104463	2.0
chr8	144886174	144886175	0.0
chr8	144886175	144886176	0.0
chr8	144886176	144886177	0.0
chr8	144886177	144886178	0.0
chr8	144886178	144886179	2.0
chr14	77568351	77568352	0.0
chr14	77568352	77568353	0.0
chr14	77568353	77568354	0.0
chr14	77568354	77568355	0.0
chr14	77568355	77568356	1.0
chr3	48463683	48463684	0.0
chr3	48463684	48463685	0.0
chr3	48463685	48463686	3.0
chr3	48463686	48463687	4.050000000000011
chr3	48463687	48463688	12.0
chr16	67916815	67916816	0.0
chr16	67916816	67916817	0.0
chr16	67916817	67916818	0.0
chr16	67916818	67916819	0.0
chr16	67916819	67916820	1.0
chr20	60882108	60882109	0.0
chr20	60882109	60882110	0.0
chr20	60882110	60882111	0.0
chr20	60882111	60882112	0.0
chr20	60882112	60882113	2.0
